HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.before1,Input.before2,Input.before3,Input.before4,Answer.command,Answer.doNotRedirect,Approve,Reject
3HEM8MA6H9MGMP7ZBHGZ2AC9S1PQPZ,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Wed Dec 20 11:58:42 PST 2017,20,BatchId:3057619;OriginalHitTemplateId:920937336;,1800,259200,Wed Dec 27 11:58:42 PST 2017,,,3EWIJTFFVPHRNPB4B7BBICI8P660E5,A2TBXASXZIRNNW,Submitted,Wed Dec 20 11:58:48 PST 2017,Wed Dec 20 12:00:23 PST 2017,Sat Dec 23 12:00:23 PST 2017,,,,95,100% (191/191),100% (3/3),100% (3/3),http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png,Don't go through the red room towards the blue room,,,
3HEM8MA6H9MGMP7ZBHGZ2AC9S1PQPZ,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Wed Dec 20 11:58:42 PST 2017,20,BatchId:3057619;OriginalHitTemplateId:920937336;,1800,259200,Wed Dec 27 11:58:42 PST 2017,,,3J88R45B2H83H665NXGTL24NDKTPXA,A3GLUDQZGEJL5G,Submitted,Wed Dec 20 11:59:35 PST 2017,Wed Dec 20 12:25:17 PST 2017,Sat Dec 23 12:25:17 PST 2017,,,,1542,100% (91/91),100% (5/5),100% (5/5),http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png,Go from the pink room to the blue room but avoid the red room,,,
3HEM8MA6H9MGMP7ZBHGZ2AC9S1PQPZ,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Wed Dec 20 11:58:42 PST 2017,20,BatchId:3057619;OriginalHitTemplateId:920937336;,1800,259200,Wed Dec 27 11:58:42 PST 2017,,,3KOPY89HM9CVFXWT8V4LHQT7XQMJ34,A2CFE6AZS73RNS,Submitted,Wed Dec 20 12:00:11 PST 2017,Wed Dec 20 12:01:39 PST 2017,Sat Dec 23 12:01:39 PST 2017,,,,88,100% (202/202),100% (4/4),100% (4/4),http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png,"Go to the blue room, but do not use the red room to get there.",,,
3HEM8MA6H9MGMP7ZBHGZ2AC9S1PQPZ,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Wed Dec 20 11:58:42 PST 2017,20,BatchId:3057619;OriginalHitTemplateId:920937336;,1800,259200,Wed Dec 27 11:58:42 PST 2017,,,3P529IW9KZVWQZ0MVBH0YEVW45WFLB,A1EQ2HDHF2WWSY,Submitted,Wed Dec 20 11:58:48 PST 2017,Wed Dec 20 11:59:31 PST 2017,Sat Dec 23 11:59:31 PST 2017,,,,43,100% (221/221),100% (11/11),100% (11/11),http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png,Enter the blue room without crossing the red room.,,,
3HEM8MA6H9MGMP7ZBHGZ2AC9S1PQPZ,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Wed Dec 20 11:58:42 PST 2017,20,BatchId:3057619;OriginalHitTemplateId:920937336;,1800,259200,Wed Dec 27 11:58:42 PST 2017,,,3R3YRB5GRGD4DY68T9N9B0GOKGCAUN,A2CK0OXMPOR9LE,Submitted,Wed Dec 20 11:58:59 PST 2017,Wed Dec 20 12:23:46 PST 2017,Sat Dec 23 12:23:46 PST 2017,,,,1487,100% (162/162),100% (4/4),100% (4/4),http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png,"Approach the room to the left until the end, then in the subsequent trial perform the opposite.",,,
3HEM8MA6H9MGMP7ZBHGZ2AC9S1PQPZ,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Wed Dec 20 11:58:42 PST 2017,20,BatchId:3057619;OriginalHitTemplateId:920937336;,1800,259200,Wed Dec 27 11:58:42 PST 2017,,,3TU5ZICBREBY2H6CF2JQ58D4R768QC,A2MCG5W6LHSRG9,Submitted,Wed Dec 20 12:00:16 PST 2017,Wed Dec 20 12:04:06 PST 2017,Sat Dec 23 12:04:06 PST 2017,,,,230,100% (100/100),100% (5/5),100% (5/5),http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png,avoid the red room and move to the blue room.,,,
3HEM8MA6H9MGMP7ZBHGZ2AC9S1PQPZ,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Wed Dec 20 11:58:42 PST 2017,20,BatchId:3057619;OriginalHitTemplateId:920937336;,1800,259200,Wed Dec 27 11:58:42 PST 2017,,,3W2LOLRXLCPI9JND165T03W0IT2KR8,AF09UGIC6B81Y,Submitted,Wed Dec 20 11:59:26 PST 2017,Wed Dec 20 12:03:44 PST 2017,Sat Dec 23 12:03:44 PST 2017,,,,258,0% (0/0),0% (0/0),0% (0/0),http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png,The robots does not go through the red colour,,,
3HEM8MA6H9MGMP7ZBHGZ2AC9S1PQPZ,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Wed Dec 20 11:58:42 PST 2017,20,BatchId:3057619;OriginalHitTemplateId:920937336;,1800,259200,Wed Dec 27 11:58:42 PST 2017,,,3WRFBPLXRBYRYNNENTWDAXAO6ARN3C,A1FP3SH704X01V,Submitted,Wed Dec 20 11:58:58 PST 2017,Wed Dec 20 11:59:47 PST 2017,Sat Dec 23 11:59:47 PST 2017,,,,49,100% (35/35),0% (0/0),0% (0/0),http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png,Enter any room other then a red room.,,,
3HEM8MA6H9MGMP7ZBHGZ2AC9S1PQPZ,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Wed Dec 20 11:58:42 PST 2017,20,BatchId:3057619;OriginalHitTemplateId:920937336;,1800,259200,Wed Dec 27 11:58:42 PST 2017,,,3WS1NTTKEZMJT3B06IVH0U3817L0FN,A3HNEYFOIJWPH1,Submitted,Wed Dec 20 11:58:49 PST 2017,Wed Dec 20 12:16:46 PST 2017,Sat Dec 23 12:16:46 PST 2017,,,,1077,100% (115/115),100% (3/3),100% (3/3),http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png,Go through room that is not red to get to blue room.,,,
3HEM8MA6H9MGMP7ZBHGZ2AC9S1PQPZ,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Wed Dec 20 11:58:42 PST 2017,20,BatchId:3057619;OriginalHitTemplateId:920937336;,1800,259200,Wed Dec 27 11:58:42 PST 2017,,,3YDGXNSEO04RDCJEH5CD25CZVFO84U,A21I4DTJGWJYQJ,Submitted,Wed Dec 20 11:59:00 PST 2017,Wed Dec 20 12:11:38 PST 2017,Sat Dec 23 12:11:38 PST 2017,,,,758,100% (139/139),100% (4/4),100% (4/4),http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png,Go to blue but not through red,,,
